"orden_revision";"prioridad";"estado_revision";"decision_manual";"notas_revisor";"bdns_id";"titulo";"grupo_revision";"comprobacion_recomendada";"fecha_cierre";"fecha_apertura";"url";"motivo_automatico";"origen"
"52";"alta";"pendiente";"";"";"908965";"PLAN PARA INCENTIVAR LA ADQUISICIÓN DE SUELO INDUSTRIAL PROPIEDAD MUNICIPAL Y PÚBLICO EN MUNICIPIOS DE LA PROVINCIA DE ZARAGOZA 2026";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-10-15";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/908965";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"53";"alta";"pendiente";"";"";"907752";"por la que se establecen las bases reguladoras y la convocatoria de las ayudas de Industria Dual destinadas a apoyar la cadena industrial gallega en el proceso de producción de bienes y servicios tecnológicos de uso dual destinados a los ámbitos de la Seg";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-09-04";"2026-06-04";"https://sede.xunta.gal/es/portada";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"54";"alta";"pendiente";"";"";"909113";"Pròrroga 2026 del convenio de colaboración para la dinamizacion y soporte al desarrollo del sector industrial";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-12-31";"2026-01-01";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/909113";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"55";"alta";"pendiente";"";"";"914587";"RESOLUCIÓN de 18 de junio de 2026, Presidencia del Instituto Valenciano de Competitividad Empresarial (IVACE), por la que se convocan ayudas en materia de eficiencia energética en empresas, presupuesto 2026, financiación Unión Europea a través FEDER";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-10-29";"2026-06-27";"http://www.ivace.es";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"56";"alta";"pendiente";"";"";"687148";"RESOLUCIÓN DE ALCALDÍA Nº1504 DEL 20/03/2023 APROBANDO LAS BASES REGULADORAS DE LA CONCESIÓN DE SUBVENCIONES A FAVOR DE LOS TITULARES DE LICENCIAS DE AUTOTAXI DEL AYTO DE TORRELAVEGA, PARA FOMENTAR LA ADQUISICIÓN DE VEHÍCULOS ECO Y CERO EMISIONES";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/687148";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"57";"alta";"pendiente";"";"";"889461";"Resolución del consejero de Economía, Hacienda e Innovación por la cual se aprueba la convocatoria de ayudas para 2026-2027 a empresas con actividad en Islas Baleares para cubrir las comisiones de apertura i estudio, intereses y costa aval de SGR para op.";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"";"2025-10-15";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/889461";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"58";"alta";"pendiente";"";"";"902706";"Resolución del consejero de Empresa, Ocupación y Energía, y presidente del SOIB dirigidos a personas con especiales dificultades";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-08-17";"2026-05-17";"https://www.caib.es/seucaib/ca/201/empreses/tramites/tramite/6070595/";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"59";"alta";"pendiente";"";"";"918808";"RESOLUCIÓN DEL DIRECTOR GENERAL DEL INSTITUTO DE LAS INDUSTRIAS CULTURALES Y LAS ARTES DE LA REGIÓN DE MURCIA, POR LA QUE SE CONVOCAN AYUDAS ECONÓMICAS PARA MOVILIDAD NACIONAL E INTERNACIONAL DE PROFESIONALES DE LAS INDUSTRIAS CULTURALES Y CREATIVAS.";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"";"";"https://sede.carm.es/web/pagina?IDCONTENIDO=2385&IDTIPO=240&RASTRO=c$m40288";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"60";"alta";"pendiente";"";"";"920625";"Sub. 2026 a empresas adheridas del programa Formación y Empleo PASARELA EMPRESA según Resolución de 15 de julio de 2026";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-10-31";"";"https://www.juntaex.es/w/0721625?inheritRedirect=true";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"61";"alta";"pendiente";"";"";"920624";"Sub. 2026 NO MINIMIS a entidades promotoras del programa Formación y Empleo PASARELA EMPRESA según Resolución de 15 de julio de 2026";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-10-31";"";"https://www.juntaex.es/w/0721625?inheritRedirect=true";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"62";"alta";"pendiente";"";"";"923043";"Subvenciones para proyectos de investigación aplicada y desarroloo tecnológico para la cadena de valor sector de la quimica 2026";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-09-22";"2026-08-06";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/923043";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"63";"alta";"pendiente";"";"";"900504";"TI4 Digitalización e Industria (Reg.Minimis 2023/2831)";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-12-11";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/900504";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"64";"alta";"pendiente";"";"";"900505";"TI4 Digitalización e Industria (Reg.MinimisP 717/2014)";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"2026-12-11";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/900505";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"65";"alta";"pendiente";"";"";"923650";"V EDICIÓN PREMIOS A LA EXCELENCIA EMPRESARIAL AGENDA URBANA 2030 DEL AYUNTAMIENTO DE SANTIAGO DE COMPOSTELA";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/923650";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"66";"alta";"pendiente";"";"";"692325";"vehículos cero emisiones destinados al servicio colectivo de lanzadora e infraestructura";"territorial_eligibility_unverified";"Comprobar si exige centro previo, solo localización del proyecto o permite abrir centro; si permite abrirlo, confirmar al menos 730 días de ejecución.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/692325";"Convocatoria subnacional fuera de Aragon sin requisito territorial suficientemente claro.";"auditoria_2026-08-06"
"67";"media";"pendiente";"";"";"891467";"2 conv. y bases reguladoras para la concesión de subvenciones en régimen de concurrencia no competitiva, a proyectos de Eficiencia Energética y Economía Circular de Empresas Turísticas, Plan de Recuperación, Transf. y resiliencia, Comp. 14, Inv 4, Subm 2.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.procesa.es/eAdmin/Sede.do";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"68";"media";"pendiente";"";"";"913887";"2ª Convocatoria Subvención 2026 para fomento de la Seguridad y Salud en el trabajo para empresas de Extremadura, según Resolución de 5 de junio de 2026 de la Secretaría General de la Consejería de Economía, Empleo y Transformación Digital, por la que se";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.juntaex.es/w/0691724";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"69";"media";"pendiente";"";"";"920065";"Acuerdo de 04 de junio de 2026, de la JCYL, por el que se autoriza la concesión directa de una subvención a la Fundación Universidad de Valladolid, para impulsar la investigación en medicina regenerativa y terapia celular";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/920065";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"70";"media";"pendiente";"";"";"915155";"Acuerdo de 28 de mayo de 2026, de la Junta de Castilla y León, por el que se autoriza la concesión directa de una subvención al Consejo de Cámaras Oficiales de Comercio, Industria y Servicios de Castilla y León";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/915155";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"71";"media";"pendiente";"";"";"655572";"ACUERDO DE JGL DE 21/10/2022 POR EL QUE SE APRUEBA LA CONVOCATORIA DE SUBVENCIONES DEL EXCMO. AYUNTAMIENTO DE ALMERÍA CORRESPONDIENTES AL AÑO 2022 DESTINADAS A LOS PROFESIONALES DEL TAXI QUE ADQUIERAN VEHÍCULOS CON DISTINTIVO ECO O EMISIONES CERO";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.almeriaciudad.es";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"72";"media";"pendiente";"";"";"837006";"ACUERDO DE JUNTA DE GOBIERNO LOCAL DE 30 DE MAYO DE 2025 APRUEBA CONVOCATORIA SUBVENCIONES A PROFESIONALES DEL TAXI POR LA ADQUISICIÓN DE VEHÍCULOS CON DISTINTIVO ECO Y EMISIONES CERO DURANTE EL EJERCICIO 2024";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/837006";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"73";"media";"pendiente";"";"";"905851";"ACUERDO DE JUNTA DE GOBIERNO LOCAL DE 8 DE MAYO DE 2026 APRUEBA CONVOCATORIA SUBVENCIONES A PROFESIONALES DEL TAXI POR LA ADQUISICIÓN DE VEHÍCULOS CON DISTINTIVO ECO Y CERO EMISIONES ADQUIRIDOS EN 2025";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/905851";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"74";"media";"pendiente";"";"";"923377";"Acuerdo de la Diputación Foral de Bizkaia para la aprobación del convenio a suscribir con la Universidad del País Vasco- Euskal Herriko Unibertsitatea para el desarrollo del proyecto Viveros empresariales Zitek";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.ebizkaia.eus/es/catalogo-de-tramites-y-servicios";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"75";"media";"pendiente";"";"";"920143";"ACUERDO de la Diputación Foral de Bizkaia que concede una subvención nominativa a FUNDACIÓN INVESTIGACION UNIVERSIDAD EMPRESA, JAKINTZA LANEZKO IKERKUNTZA-EUSKOIKER en 2026 y autoriza la firma de su convenio regulador";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.ebizkaia.eus/es/catalogo-de-tramites-y-servicios";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"76";"media";"pendiente";"";"";"890001";"Acuerdo de la Junta de Gobierno Local adoptado en S.O. celebrada el día 29 de diciembre por el que se convocan subvenciones para fomentar la adquisición de vehículos Eco y Cero Emisiones, a favor de titulares de Licencias de Taxi del Ayto. de Torrelavega";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.torrelavega.es/";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
